"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
413608274,"Asterina gibbosa","(Pennant, 1777)","1983-03-31 12:00:00",-6.319380000000001,49.909665999999994,"Joint Nature Conservation Committee","1444","13526618","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10270283",,,,"Asterina","EPSG:4326",,,,,,,,,"Fraser Gault",,,,,,,,,,,"Animalia",,,"Porth Hellick Lagoon, St Mary's Scilly (Scilly Isl",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1444:13526618",,"present","Valvatida",,,"T-JNCCMNCR10270283",,,"Echinodermata",1073216639,"22766","Fraser Gault",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413610294,"Asterina gibbosa","(Pennant, 1777)","1987-08-20 12:00:00",-5.389222,58.033928,"Joint Nature Conservation Committee","1482","13526639","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10792546",,,,"Asterina","EPSG:4326",,,,,,,,,"G White",,,,,,,,,,,"Animalia",,,"Poll Loisgann (Enard Bay)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1482:13526639",,"present","Valvatida",,,"T-JNCCMNCR10792546",,,"Echinodermata",1070070911,"18459","G White",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1987"
413616361,"Asterina gibbosa","(Pennant, 1777)","1983-08-19 12:00:00",-4.816204,52.744136,"Joint Nature Conservation Committee","1462","13526568","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10224779",,,,"Asterina","EPSG:4326",,,,,,,,,"Dale Rostron",,,,,,,,,,,"Animalia",,,"Maen Du (Bardsey / Lleyn Peninsula)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1462:13526568",,"present","Valvatida",,,"T-JNCCMNCR10224779",,,"Echinodermata",1073216639,"13574","Dale Rostron",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413616582,"Asterina gibbosa","(Pennant, 1777)","1983-03-30 12:00:00",-6.319380000000001,49.909665999999994,"Joint Nature Conservation Committee","1463","13526646","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10290487",,,,"Asterina","EPSG:4326",,,,,,,,,"Dale Rostron",,,,,,,,,,,"Animalia",,,"Pernagie, St Martin's (Scilly Isles)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1463:13526646",,"present","Valvatida",,,"T-JNCCMNCR10290487",,,"Echinodermata",1073216639,"13574","Dale Rostron",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413616702,"Asterina gibbosa","(Pennant, 1777)","1978-09-04 12:00:00",-5.777647,50.108553,"Joint Nature Conservation Committee","1416","13526571","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10311655",,,,"Asterina","EPSG:4326",,,,,,,,,"Dale Rostron",,,,,,,,,,,"Animalia",,,"The Avarack. (west Cornwall)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1416:13526571",,"present","Valvatida",,,"T-JNCCMNCR10311655",,,"Echinodermata",1073216639,"13574","Dale Rostron",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1978"
413620128,"Asterina gibbosa","(Pennant, 1777)","1988-06-16 12:00:00",-6.460083,57.101455,"Joint Nature Conservation Committee","1357","13526535","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10770530",,,,"Asterina","EPSG:4326",,,,,,,,,"Roger Covey",,,,,,,,,,,"Animalia",,,"SE of An Cr•can (Loch Brittle, Skye)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1357:13526535",,"present","Valvatida",,,"T-JNCCMNCR10770530",,,"Echinodermata",1073216639,"22143","Roger Covey",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1988"
413621660,"Asterina gibbosa","(Pennant, 1777)","1983-08-24 12:00:00",-4.816204,52.744136,"Joint Nature Conservation Committee","1462","13526593","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10225198",,,,"Asterina","EPSG:4326",,,,,,,,,"Christine Maggs",,,,,,,,,,,"Animalia",,,"SE Bardsey (Bardsey / Lleyn Peninsula)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1462:13526593",,"present","Valvatida",,,"T-JNCCMNCR10225198",,,"Echinodermata",1073216639,"16141","Christine Maggs",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413621661,"Asterina gibbosa","(Pennant, 1777)","1983-08-24 12:00:00",-4.816204,52.744136,"Joint Nature Conservation Committee","1462","13526594","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10227565",,,,"Asterina","EPSG:4326",,,,,,,,,"Christine Maggs",,,,,,,,,,,"Animalia",,,"SE Bardsey (Bardsey / Lleyn Peninsula)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1462:13526594",,"present","Valvatida",,,"T-JNCCMNCR10227565",,,"Echinodermata",1073216639,"16141","Christine Maggs",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413622638,"Asterina gibbosa","(Pennant, 1777)","1990-07-17 12:00:00",-4.480761,54.639663,"Joint Nature Conservation Committee","1394","13526548","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10835609",,,,"Asterina","EPSG:4326",,,,,,,,,"Lin Baldock",,,,,,,,,,,"Animalia",,,"Burrow Head (North Solway)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1394:13526548",,"present","Valvatida",,,"T-JNCCMNCR10835609",,,"Echinodermata",1069022335,"14939","Lin Baldock",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1990"
413634785,"Asterina gibbosa","(Pennant, 1777)","1984-09-26 12:00:00",-6.319380000000001,49.909665999999994,"Joint Nature Conservation Committee","1464","13526652","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10269578",,,,"Asterina","EPSG:4326",,,,,,,,,"Gill Bishop",,,,,,,,,,,"Animalia",,,"Little English Island ledge, St Martin's, (Scilly",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1464:13526652",,"present","Valvatida",,,"T-JNCCMNCR10269578",,,"Echinodermata",1073216639,"43560","Gill Bishop",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1984"
413636850,"Asterina gibbosa","(Pennant, 1777)","1992-04-04 12:00:00",-2.990769,50.615488,"Joint Nature Conservation Committee","1557","13526720","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10376808",,,,"Asterina","EPSG:4326",,,,,,,,,"Debbie",,,,,,,,,,,"Animalia",,,"Laynes Ground (Lyme (West Bay to Beer Head))",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1557:13526720",,"present","Valvatida",,,"T-JNCCMNCR10376808",,,"Echinodermata",1073216639,"2735","Debbie",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1992"
413637321,"Asterina gibbosa","(Pennant, 1777)","1983-03-30 12:00:00",-6.319380000000001,49.909665999999994,"Joint Nature Conservation Committee","1463","13526647","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10291845",,,,"Asterina","EPSG:4326",,,,,,,,,"Dale Rostron",,,,,,,,,,,"Animalia",,,"Pernagie, St Martin's (Scilly Isles)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1463:13526647",,"present","Valvatida",,,"T-JNCCMNCR10291845",,,"Echinodermata",1073216639,"13574","Dale Rostron",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413638512,"Asterina gibbosa","(Pennant, 1777)","1992-01-01 12:00:00",-4.559069,50.861415,"Joint Nature Conservation Committee","1532","13526688","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10387300",,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Marsland Mouth to Welcombe Mouth (Longpeak to Mars",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1532:13526688",,"present","Valvatida",,,"T-JNCCMNCR10387300",,,"Echinodermata",1073216639,"0",,,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1992"
413639374,"Asterina gibbosa","(Pennant, 1777)","1993-08-18 12:00:00",-4.104914,50.240908000000005,"Joint Nature Conservation Committee","1531","13526684","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10389409",,,,"Asterina","EPSG:4326",,,,,,,,,"Sheila Camplin",,,,,,,,,,,"Animalia",,,"Wembury Ledge (Gara Point to Renney Rocks.)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1531:13526684",,"present","Valvatida",,,"T-JNCCMNCR10389409",,,"Echinodermata",1073216639,"47572","Sheila Camplin",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1993"
413643147,"Asterina gibbosa","(Pennant, 1777)","1996-06-20 12:00:00",-4.249274,50.328148,"Joint Nature Conservation Committee","1761","13526890","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10525683",,,,"Asterina","EPSG:4326",,,,,,,,,"Perry Guess",,,,,,,,,,,"Animalia",,,"Dive 2 (Clovelly Bay to Turnchapel Wharves)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1761:13526890",,"present","Valvatida",,,"T-JNCCMNCR10525683",,,"Echinodermata",1073216639,"19421","Perry Guess",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
413643407,"Asterina gibbosa","(Pennant, 1777)","1993-08-06 12:00:00",-4.104914,50.240908000000005,"Joint Nature Conservation Committee","1531","13526799","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10384218",,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Wembury West Reef (Gara Point to Renney Rocks.)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1531:13526799",,"present","Valvatida",,,"T-JNCCMNCR10384218",,,"Echinodermata",1073216639,"0",,,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1993"
413643414,"Asterina gibbosa","(Pennant, 1777)","1977-10-16 12:00:00",-4.945328,50.222633,"Joint Nature Conservation Committee","1507","13526670","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10173185",,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"HEMMICK BEACH, SOUTH CORNWALL",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1507:13526670",,"present","Valvatida",,,"T-JNCCMNCR10173185",,,"Echinodermata",1073216639,"0",,,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1977"
413646225,"Asterina gibbosa","(Pennant, 1777)","1994-09-09 12:00:00",-4.52999,50.322376,"Joint Nature Conservation Committee","1756","13526896","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10413106",,,,"Asterina","EPSG:4326",,,,,,,,,"Aethne Cooke",,,,,,,,,,,"Animalia",,,"St.George's Island (SE) (St.George's Island)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1756:13526896",,"present","Valvatida",,,"T-JNCCMNCR10413106",,,"Echinodermata",1073216639,"23820","Aethne Cooke",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
413647175,"Asterina gibbosa","(Pennant, 1777)","1994-07-25 12:00:00",-5.207212999999999,49.945808,"Joint Nature Conservation Committee","1650","13526767","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10346202",,,,"Asterina","EPSG:4326",,,,,,,,,"Mike Camplin",,,,,,,,,,,"Animalia",,,"Black Rock (Lizard Point)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1650:13526767",,"present","Valvatida",,,"T-JNCCMNCR10346202",,,"Echinodermata",1073216639,"25875","Mike Camplin",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
413647614,"Asterina gibbosa","(Pennant, 1777)","1977-01-01 12:00:00",-4.816204,52.744136,"Joint Nature Conservation Committee","1478","13526638","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10248207",,,,"Asterina","EPSG:4326",,,,,,,,,"Unknown",,,,,,,,,,,"Animalia",,,"N of Porth Solfach (2) (Bardsey Island)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1478:13526638",,"present","Valvatida",,,"T-JNCCMNCR10248207",,,"Echinodermata",1073216639,"11120","Unknown",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1977"
413651435,"Asterina gibbosa","(Pennant, 1777)","1983-03-30 12:00:00",-6.319380000000001,49.909665999999994,"Joint Nature Conservation Committee","1463","13526649","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10294436",,,,"Asterina","EPSG:4326",,,,,,,,,"Francis Bunker",,,,,,,,,,,"Animalia",,,"Pernagie, St Martin's (Scilly Isles)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1463:13526649",,"present","Valvatida",,,"T-JNCCMNCR10294436",,,"Echinodermata",1073216639,"11918","Francis Bunker",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1983"
413657233,"Asterina gibbosa","(Pennant, 1777)","1996-09-12 12:00:00",-4.104914,50.240908000000005,"Joint Nature Conservation Committee","1762","13526908","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10523507",,,,"Asterina","EPSG:4326",,,,,,,,,"Perry Guess",,,,,,,,,,,"Animalia",,,"Quarry Cove (Gara Point to Stoke Point)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1762:13526908",,"present","Valvatida",,,"T-JNCCMNCR10523507",,,"Echinodermata",1073216639,"19421","Perry Guess",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
413665184,"Asterina gibbosa","(Pennant, 1777)","1986-07-15 12:00:00",-4.249274,50.328148,"Joint Nature Conservation Committee","1485","13526692","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10162168",,,,"Asterina","EPSG:4326",,,,,,,,,"Annette Little",,,,,,,,,,,"Animalia",,,"Duke Rock Buoy (PLYMOUTH ESTUARIES)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1485:13526692",,"present","Valvatida",,,"T-JNCCMNCR10162168",,,"Echinodermata",1073216639,"5608","Annette Little",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1986"
413675445,"Asterina gibbosa","(Pennant, 1777)","1996-06-07 12:00:00",-4.939806,50.132816,"Joint Nature Conservation Committee","1714","13526858","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10441883",,,,"Asterina","EPSG:4326",,,,,,,,,"Paul Brazier",,,,,,,,,,,"Animalia",,,"Lath Rock (Portloe)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1714:13526858",,"present","Valvatida",,,"T-JNCCMNCR10441883",,,"Echinodermata",1073216639,"39019","Paul Brazier",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
413675549,"Asterina gibbosa","(Pennant, 1777)","1996-06-13 12:00:00",-4.104914,50.240908000000005,"Joint Nature Conservation Committee","1714","13526893","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10443070",,,,"Asterina","EPSG:4326",,,,,,,,,"Paul Brazier",,,,,,,,,,,"Animalia",,,"Hilsea Point Rock (Plymouth)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1714:13526893",,"present","Valvatida",,,"T-JNCCMNCR10443070",,,"Echinodermata",1073216639,"39019","Paul Brazier",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
413677669,"Asterina gibbosa","(Pennant, 1777)","1990-08-24 12:00:00",-6.582561999999999,58.086439,"Joint Nature Conservation Committee","1385","13526541","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10134066",,,,"Asterina","EPSG:4326",,,,,,,,,"Sue Hiscock",,,,,,,,,,,"Animalia",,,"W of Eilean Chaluim Chille (Loch Erisort, Lewis)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1385:13526541",,"present","Valvatida",,,"T-JNCCMNCR10134066",,,"Echinodermata",1073216639,"1229","Sue Hiscock",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1990"
413678696,"Asterina gibbosa","(Pennant, 1777)","1985-05-06 12:00:00",-5.079524,50.129191999999996,"Joint Nature Conservation Committee","1487","13526665","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10149790",,,,"Asterina","EPSG:4326",,,,,,,,,"Keith Hiscock",,,,,,,,,,,"Animalia",,,"North of Castle Point (Carrick Roads)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1487:13526665",,"present","Valvatida",,,"T-JNCCMNCR10149790",,,"Echinodermata",1073216639,"52063","Keith Hiscock",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1985"
413680148,"Asterina gibbosa","(Pennant, 1777)","1996-07-31 12:00:00",-4.541211,53.110018000000004,"Joint Nature Conservation Committee","1716","13526861","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10444050",,,,"Asterina","EPSG:4326",,,,,,,,,"Neil Fletcher",,,,,,,,,,,"Animalia",,,"Porth Cwyfan (Rhosneigr)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1716:13526861",,"present","Valvatida",,,"T-JNCCMNCR10444050",,,"Echinodermata",1073216639,"48757","Neil Fletcher",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
413680149,"Asterina gibbosa","(Pennant, 1777)","1996-07-31 12:00:00",-4.541211,53.110018000000004,"Joint Nature Conservation Committee","1716","13526863","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"5000.0",,,,"IMIS:dasid:621",,,,,,,,,"Asterinidae",,"T-JNCCMNCR10439840",,,,"Asterina","EPSG:4326",,,,,,,,,"Neil Fletcher",,,,,,,,,,,"Animalia",,,"Porth Cwyfan (Rhosneigr)",,,,,,,"2005-04-22 00:00:00",,,,,,"urn:catalog:Joint Nature Conservation Committee:1716:13526863",,"present","Valvatida",,,"T-JNCCMNCR10439840",,,"Echinodermata",1073216639,"48757","Neil Fletcher",,,1987,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
